"proteinSearched","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"pbmc","MN309174-202","                                            MN309174-202  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            MN309174-202  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:49:45 2020"
"pbmc","PIR-60246-058","                                            piR-60246-058  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-60246-058  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:49:46 2020"
"pbmc","PIR-58969","                                            piR-58969  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-58969  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:49:46 2020"
"pbmc","LOC100420615","                                            LOC100420615 (Signal Peptide Peptidase Like 2A Pseudogene) is a Pseudogene.                                                                                                                                                                                ","                                            LOC100420615 (Signal Peptide Peptidase Like 2A Pseudogene) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 09:49:47 2020"
"pbmc","PIR-45012-192","                                            piR-45012-192  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-45012-192  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:49:50 2020"
"pbmc","ENSG00000259659","                                            ENSG00000259659  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259659  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:49:51 2020"
"pbmc","CTDSPL2","                                            CTDSPL2 (CTD Small Phosphatase Like 2) is a Protein Coding gene.                                            Diseases associated with CTDSPL2 include Nemaline Myopathy 1.                                                                                        Gene Ontology (GO) annotations related to this gene include phosphatase activity and phosphoprotein phosphatase activity.                                            An important paralog of this gene is CTDSPL.","                                            CTDSPL2 (CTD Small Phosphatase Like 2) is a Protein Coding gene.                                            Diseases associated with CTDSPL2 include Nemaline Myopathy 1.                                                                                        Gene Ontology (GO) annotations related to this gene include phosphatase activity and phosphoprotein phosphatase activity.                                            An important paralog of this gene is CTDSPL.","Probable phosphatase.
                         CTSL2_HUMAN,Q05D32
                         ","Fri Aug 14 09:49:51 2020"
"pbmc","EIF3J","This gene encodes a core subunit of the eukaryotic initiation factor 3 complex, which participates in the initiation of translation by aiding in the recruitment of protein and mRNA components to the 40S ribosome. There are pseudogenes for this gene on chromosomes 1, 3, and 9. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Sep 2013]","                                            EIF3J (Eukaryotic Translation Initiation Factor 3 Subunit J) is a Protein Coding gene.                                            Diseases associated with EIF3J include Spastic Paraplegia 11 and Spastic Paraplegia 11, Autosomal Recessive.                                            Among its related pathways are Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S and Viral mRNA Translation.                                            Gene Ontology (GO) annotations related to this gene include translation initiation factor activity.                                            ","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis (PubMed:25849773, PubMed:27462815). The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2:GTP:methionyl-tRNAi and eIF-5 to form the 43S pre-initiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation, including cell cycling, differentiation and apoptosis, and uses different modes of RNA stem-loop binding to exert either translational activation or repression (PubMed:25849773).
                         EIF3J_HUMAN,O75822
                         ","Fri Aug 14 09:49:52 2020"
"pbmc","GOLM2","The increased expression level of this gene is associated with HER-2/neu proto-oncogene overexpression. Amplification and resulting overexpression of this proto-oncogene are found in approximately 30% of human breast and 20% of human ovarian cancers. Alternatively spliced variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Dec 2010]","                                            GOLM2 (Golgi Membrane Protein 2) is a Protein Coding gene.                                            Diseases associated with GOLM2 include Schizophrenia 5 and Kbg Syndrome.                                                                                                                                    An important paralog of this gene is GOLM1.","no summary","Fri Aug 14 09:49:53 2020"
"pbmc","SPG11","The protein encoded by this gene is a potential transmembrane protein that is phosphorylated upon DNA damage. Defects in this gene are a cause of spastic paraplegia type 11 (SPG11). Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2009]","                                            SPG11 (SPG11 Vesicle Trafficking Associated, Spatacsin) is a Protein Coding gene.                                            Diseases associated with SPG11 include Spastic Paraplegia 11, Autosomal Recessive and Charcot-Marie-Tooth Disease, Axonal, Type 2X.                                                                                                                                    ","May play a role in neurite plasticity by maintaining cytoskeleton stability and regulating synaptic vesicle transport.
                         SPTCS_HUMAN,Q96JI7
                         ","Fri Aug 14 09:49:53 2020"
"pbmc","WDR76","                                            WDR76 (WD Repeat Domain 76) is a Protein Coding gene.                                                                                                                                                                                ","                                            WDR76 (WD Repeat Domain 76) is a Protein Coding gene.                                                                                                                                                                                ","Specifically binds 5-hydroxymethylcytosine (5hmC), suggesting that it acts as a specific reader of 5hmC.
                         WDR76_HUMAN,Q9H967
                         ","Fri Aug 14 09:49:54 2020"
"pbmc","EIF3J-DT","                                            EIF3J-DT (EIF3J Divergent Transcript) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            EIF3J-DT (EIF3J Divergent Transcript) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:49:55 2020"
"pbmc","ENSG00000259563","                                            ENSG00000259563  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259563  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:49:55 2020"
"pbmc","CATSPER2","This gene encodes a member of a family of cation channel proteins that localize to the flagellum of spermatozoa. Defects at this locus causes male infertility. Alternatively spliced transcript variants have been observed at this locus. Readthrough transcription originates upstream of this locus in diphosphoinositol pentakisphosphate kinase 1 pseudogene 1 and is represented by GeneID:110006325. Related pseudogenes are found next to this locus on chromosome 15 and on chromosome 5. [provided by RefSeq, Mar 2017]","                                            CATSPER2 (Cation Channel Sperm Associated 2) is a Protein Coding gene.                                            Diseases associated with CATSPER2 include Deafness-Infertility Syndrome and Rare Genetic Deafness.                                            Among its related pathways are Sweet Taste Signaling and Fertilization.                                            Gene Ontology (GO) annotations related to this gene include ion channel activity and voltage-gated ion channel activity.                                            An important paralog of this gene is SCN8A.","Voltage-gated calcium channel that plays a central role in calcium-dependent physiological responses essential for successful fertilization, such as sperm hyperactivation, acrosome reaction and chemotaxis towards the oocyte.
                         CTSR2_HUMAN,Q96P56
                         ","Fri Aug 14 09:49:56 2020"
"pbmc","LCMT2","The protein encoded by this intronless gene belongs to the highly variable methyltransferase superfamily. This gene is the inferred homolog of the Saccharomyces cerevisiae carboxymethyltransferase gene PPM2 that is essential for the synthesis of the hypermodified guanosine Wybutosine (yW). [provided by RefSeq, Jul 2008]","                                            LCMT2 (Leucine Carboxyl Methyltransferase 2) is a Protein Coding gene.                                            Diseases associated with LCMT2 include Nasal Cavity Benign Neoplasm and Cerebral Creatine Deficiency Syndrome 3.                                            Among its related pathways are Gene Expression and tRNA processing.                                            Gene Ontology (GO) annotations related to this gene include methyltransferase activity.                                            An important paralog of this gene is LCMT1.","Probable S-adenosyl-L-methionine-dependent methyltransferase that acts as a component of the wybutosine biosynthesis pathway. Wybutosine is a hyper modified guanosine with a tricyclic base found at the 3'-position adjacent to the anticodon of eukaryotic phenylalanine tRNA (By similarity). May methylate the carboxyl group of leucine residues to form alpha-leucine ester residues.
                         TYW4_HUMAN,O60294
                         ","Fri Aug 14 09:49:56 2020"
"pbmc","TRIM69","This gene encodes a member of the RING-B-box-coiled-coil (RBCC) family and encodes a protein with an N-terminal RING finger motif, a PRY domain and a C-terminal SPRY domain. The mouse ortholog of this gene is specifically expressed in germ cells at the round spermatid stages during spermatogenesis and, when overexpressed, induces apoptosis. Alternatively spliced transcript variants encoding distinct isoforms have been described. [provided by RefSeq, Jul 2008]","                                            TRIM69 (Tripartite Motif Containing 69) is a Protein Coding gene.                                                                                        Among its related pathways are Innate Immune System and Class I MHC mediated antigen processing and presentation.                                            Gene Ontology (GO) annotations related to this gene include ligase activity and ubiquitin-protein transferase activity.                                            An important paralog of this gene is TRIM39.","May have E3 ubiquitin-protein ligase activity. May play a role in apoptosis.
                         TRI69_HUMAN,Q86WT6
                         ","Fri Aug 14 09:49:58 2020"
"pbmc","ZSCAN29","                                            ZSCAN29 (Zinc Finger And SCAN Domain Containing 29) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and DNA-binding transcription factor activity, RNA polymerase II-specific.                                            An important paralog of this gene is ZKSCAN2.","                                            ZSCAN29 (Zinc Finger And SCAN Domain Containing 29) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and DNA-binding transcription factor activity, RNA polymerase II-specific.                                            An important paralog of this gene is ZKSCAN2.","May be involved in transcriptional regulation.
                         ZSC29_HUMAN,Q8IWY8
                         ","Fri Aug 14 09:49:59 2020"
"pbmc","STRCP1","                                            STRCP1 (Stereocilin Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","                                            STRCP1 (Stereocilin Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:00 2020"
"pbmc","HNRNPMP1","                                            HNRNPMP1 (Heterogeneous Nuclear Ribonucleoprotein M Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","                                            HNRNPMP1 (Heterogeneous Nuclear Ribonucleoprotein M Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:00 2020"
"pbmc","LNC-CASC4-1","                                            lnc-CASC4-1  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-CASC4-1  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:01 2020"
"pbmc","NONHSAG016742.2","                                            NONHSAG016742.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            NONHSAG016742.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:01 2020"
"pbmc","PIR-48820-037","                                            piR-48820-037  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-48820-037  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:02 2020"
"pbmc","TP53BP1","This gene encodes a protein that functions in the DNA double-strand break repair pathway choice, promoting non-homologous end joining (NHEJ) pathways, and limiting homologous recombination. This protein plays multiple roles in the DNA damage response, including promoting checkpoint signaling following DNA damage, acting as a scaffold for recruitment of DNA damage response proteins to damaged chromatin, and promoting NHEJ pathways by limiting end resection following a double-strand break. These roles are also important during V(D)J recombination, class switch recombination and at unprotected telomeres. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Aug 2017]","                                            TP53BP1 (Tumor Protein P53 Binding Protein 1) is a Protein Coding gene.                                            Diseases associated with TP53BP1 include Breast Cancer and Riddle Syndrome.                                            Among its related pathways are ATM Pathway and DNA Double Strand Break Response.                                            Gene Ontology (GO) annotations related to this gene include sequence-specific DNA binding and p53 binding.                                            ","Double-strand break (DSB) repair protein involved in response to DNA damage, telomere dynamics and class-switch recombination (CSR) during antibody genesis (PubMed:12364621, PubMed:22553214, PubMed:23333306, PubMed:17190600, PubMed:21144835, PubMed:28241136). Plays a key role in the repair of double-strand DNA breaks (DSBs) in response to DNA damage by promoting non-homologous end joining (NHEJ)-mediated repair of DSBs and specifically counteracting the function of the homologous recombination (HR) repair protein BRCA1 (PubMed:22553214, PubMed:23727112, PubMed:23333306). In response to DSBs, phosphorylation by ATM promotes interaction with RIF1 and dissociation from NUDT16L1/TIRR, leading to recruitment to DSBs sites (PubMed:28241136). Recruited to DSBs sites by recognizing and binding histone H2A monoubiquitinated at 'Lys-15' (H2AK15Ub) and histone H4 dimethylated at 'Lys-20' (H4K20me2), two histone marks that are present at DSBs sites (PubMed:23760478, PubMed:28241136, PubMed:17190600). Required for immunoglobulin class-switch recombination (CSR) during antibody genesis, a process that involves the generation of DNA DSBs (PubMed:23345425). Participates in the repair and the orientation of the broken DNA ends during CSR (By similarity). In contrast, it is not required for classic NHEJ and V(D)J recombination (By similarity). Promotes NHEJ of dysfunctional telomeres via interaction with PAXIP1 (PubMed:23727112).
                         TP53B_HUMAN,Q12888
                         ","Fri Aug 14 09:50:03 2020"
"pbmc","TUBGCP4","This gene encodes a component of the gamma-tubulin ring complex, which is required for microtubule nucleation. In mammalian cells, the protein localizes to centrosomes in association with gamma-tubulin. Crystal structure analysis revealed a structure composed of five helical bundles arranged around conserved hydrophobic cores. An exposed surface area located in the C-terminal domain is essential and sufficient for direct binding to gamma-tubulin. Mutations in this gene that alter microtubule organization are associated with microcephaly and chorioretinopathy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2015]","                                            TUBGCP4 (Tubulin Gamma Complex Associated Protein 4) is a Protein Coding gene.                                            Diseases associated with TUBGCP4 include Microcephaly And Chorioretinopathy, Autosomal Recessive, 3 and Autosomal Recessive Chorioretinopathy-Microcephaly Syndrome.                                            Among its related pathways are Regulation of PLK1 Activity at G2/M Transition and Cell Cycle, Mitotic.                                            Gene Ontology (GO) annotations related to this gene include structural constituent of cytoskeleton.                                            An important paralog of this gene is TUBGCP6.","Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome.
                         GCP4_HUMAN,Q9UGJ1
                         ","Fri Aug 14 09:50:05 2020"
"pbmc","MFAP1","                                            MFAP1 (Microfibril Associated Protein 1) is a Protein Coding gene.                                                                                        Among its related pathways are Degradation of the extracellular matrix and Canonical  and Non-canonical Notch signaling.                                                                                        ","                                            MFAP1 (Microfibril Associated Protein 1) is a Protein Coding gene.                                                                                        Among its related pathways are Degradation of the extracellular matrix and Canonical  and Non-canonical Notch signaling.                                                                                        ","Involved in pre-mRNA splicing as a component of the spliceosome.
                         MFAP1_HUMAN,P55081
                         ","Fri Aug 14 09:50:06 2020"
"pbmc","ADAL","                                            ADAL (Adenosine Deaminase Like) is a Protein Coding gene.                                            Diseases associated with ADAL include Hypertropia and Spastic Hemiplegia.                                            Among its related pathways are Metabolism of nucleotides and Abacavir transport and metabolism.                                            Gene Ontology (GO) annotations related to this gene include adenosine deaminase activity and deaminase activity.                                            An important paralog of this gene is ADA.","                                            ADAL (Adenosine Deaminase Like) is a Protein Coding gene.                                            Diseases associated with ADAL include Hypertropia and Spastic Hemiplegia.                                            Among its related pathways are Metabolism of nucleotides and Abacavir transport and metabolism.                                            Gene Ontology (GO) annotations related to this gene include adenosine deaminase activity and deaminase activity.                                            An important paralog of this gene is ADA.","Catalyzes the hydrolysis of the free cytosolic methylated adenosine nucleotide N(6)-methyl-AMP (N6-mAMP) to produce inositol monophosphate (IMP) and methylamine (PubMed:21755941, PubMed:29884623). Is required for the catabolism of cytosolic N6-mAMP, which is derived from the degradation of mRNA containing N6-methylated adenine (m6A) (PubMed:21755941, PubMed:29884623). Catalyzes the removal of different alkyl groups not only from N6-substituted purine or 2-aminopurine nucleoside monophosphates but also from O6-substituted compounds in vitro (PubMed:21755941).
                         ADAL_HUMAN,Q6DHV7
                         ","Fri Aug 14 09:50:08 2020"
"pbmc","SPATA5L1","                                            SPATA5L1 (Spermatogenesis Associated 5 Like 1) is a Protein Coding gene.                                            Diseases associated with SPATA5L1 include Galloway-Mowat Syndrome 5 and Hyperuricemic Nephropathy, Familial Juvenile, 1.                                                                                        Gene Ontology (GO) annotations related to this gene include ATPase activity and four-way junction helicase activity.                                            An important paralog of this gene is SPATA5.","                                            SPATA5L1 (Spermatogenesis Associated 5 Like 1) is a Protein Coding gene.                                            Diseases associated with SPATA5L1 include Galloway-Mowat Syndrome 5 and Hyperuricemic Nephropathy, Familial Juvenile, 1.                                                                                        Gene Ontology (GO) annotations related to this gene include ATPase activity and four-way junction helicase activity.                                            An important paralog of this gene is SPATA5.","no summary","Fri Aug 14 09:50:09 2020"
"pbmc","HYPK","                                            HYPK (Huntingtin Interacting Protein K) is a Protein Coding gene.                                            Diseases associated with HYPK include 46,Xx Sex Reversal 3 and Ogden Syndrome.                                                                                                                                    ","                                            HYPK (Huntingtin Interacting Protein K) is a Protein Coding gene.                                            Diseases associated with HYPK include 46,Xx Sex Reversal 3 and Ogden Syndrome.                                                                                                                                    ","Has a chaperone-like activity preventing polyglutamine (polyQ) aggregation of HTT (PubMed:17947297). Protects against HTT polyQ-mediated apoptosis in Neuro2a neuronal cells (PubMed:17947297). Regulator of the N-terminal acetyltransferase NAA10-NAA15 complex (PubMed:20154145, PubMed:29754825). Has been in one study shown to be required for optimal NAA10-NAA15 complex-mediated N-terminal acetylation (PubMed:20154145). However, has been shown in another study to act in vitro as an inhibitor of NAA10-NAA15 complex-mediated N-terminal acetylation (PubMed:29754825).
                         HYPK_HUMAN,Q9NX55
                         ","Fri Aug 14 09:50:10 2020"
"pbmc","PATL2","                                            PATL2 (PAT1 Homolog 2) is a Protein Coding gene.                                            Diseases associated with PATL2 include Oocyte Maturation Defect 4 and Female Infertility Due To Oocyte Meiotic Arrest.                                                                                        Gene Ontology (GO) annotations related to this gene include RNA binding.                                            An important paralog of this gene is PATL1.","                                            PATL2 (PAT1 Homolog 2) is a Protein Coding gene.                                            Diseases associated with PATL2 include Oocyte Maturation Defect 4 and Female Infertility Due To Oocyte Meiotic Arrest.                                                                                        Gene Ontology (GO) annotations related to this gene include RNA binding.                                            An important paralog of this gene is PATL1.","RNA-binding protein that acts as a translational repressor.
                         PATL2_HUMAN,C9JE40
                         ","Fri Aug 14 09:50:14 2020"
"pbmc","PPIP5K1P1","                                            PPIP5K1P1 (Diphosphoinositol Pentakisphosphate Kinase 1 Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","                                            PPIP5K1P1 (Diphosphoinositol Pentakisphosphate Kinase 1 Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:14 2020"
"pbmc","ENSG00000260368","                                            ENSG00000260368  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260368  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:15 2020"
"pbmc","YWHAZ","This gene product belongs to the 14-3-3 family of proteins which mediate signal transduction by binding to phosphoserine-containing proteins. This highly conserved protein family is found in both plants and mammals, and this protein is 99% identical to the mouse, rat and sheep orthologs. The encoded protein interacts with IRS1 protein, suggesting a role in regulating insulin sensitivity. Several transcript variants that differ in the 5' UTR but that encode the same protein have been identified for this gene. [provided by RefSeq, Oct 2008]","                                            YWHAZ (Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Zeta) is a Protein Coding gene.                                            Diseases associated with YWHAZ include Epilepsy, Idiopathic Generalized 11 and Ophthalmia Nodosa.                                            Among its related pathways are Apoptosis Modulation and Signaling and Regulation of Wnt-mediated beta catenin signaling and target gene transcription.                                            Gene Ontology (GO) annotations related to this gene include protein kinase binding.                                            An important paralog of this gene is YWHAB.","Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner. Induces ARHGEF7 activity on RAC1 as well as lamellipodia and membrane ruffle formation (PubMed:16959763). In neurons, regulates spine maturation through the modulation of ARHGEF7 activity (By similarity).
                         1433Z_HUMAN,P63104
                         ","Fri Aug 14 09:50:16 2020"
"pbmc","PABPC1","This gene encodes a poly(A) binding protein. The protein shuttles between the nucleus and cytoplasm and binds to the 3' poly(A) tail of eukaryotic messenger RNAs via RNA-recognition motifs. The binding of this protein to poly(A) promotes ribosome recruitment and translation initiation; it is also required for poly(A) shortening which is the first step in mRNA decay. The gene is part of a small gene family including three protein-coding genes and several pseudogenes.[provided by RefSeq, Aug 2010]","                                            PABPC1 (Poly(A) Binding Protein Cytoplasmic 1) is a Protein Coding gene.                                            Diseases associated with PABPC1 include Rift Valley Fever and Myotonic Dystrophy 2.                                            Among its related pathways are Viral mRNA Translation and Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and RNA binding.                                            An important paralog of this gene is PABPC3.","Binds the poly(A) tail of mRNA, including that of its own transcript, and regulates processes of mRNA metabolism such as pre-mRNA splicing and mRNA stability (PubMed:11051545, PubMed:17212783, PubMed:25480299). Its function in translational initiation regulation can either be enhanced by PAIP1 or repressed by PAIP2 (PubMed:11051545, PubMed:20573744). Can probably bind to cytoplasmic RNA sequences other than poly(A) in vivo. Involved in translationally coupled mRNA turnover (PubMed:11051545). Implicated with other RNA-binding proteins in the cytoplasmic deadenylation/translational and decay interplay of the FOS mRNA mediated by the major coding-region determinant of instability (mCRD) domain (PubMed:11051545). Involved in regulation of nonsense-mediated decay (NMD) of mRNAs containing premature stop codons; for the recognition of premature termination codons (PTC) and initiation of NMD a competitive interaction between UPF1 and PABPC1 with the ribosome-bound release factors is proposed (PubMed:18447585). By binding to long poly(A) tails, may protect them from uridylation by ZCCHC6/ZCCHC11 and hence contribute to mRNA stability (PubMed:25480299).
                         PABP1_HUMAN,P11940
                         ","Fri Aug 14 09:50:17 2020"
"pbmc","LNC-YWHAZ-2","                                            lnc-YWHAZ-2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-YWHAZ-2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:17 2020"
"pbmc","LNC-PABPC1-3","                                            lnc-PABPC1-3  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-PABPC1-3  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:18 2020"
"pbmc","RN7SL685P","                                            RN7SL685P (RNA, 7SL, Cytoplasmic 685, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","                                            RN7SL685P (RNA, 7SL, Cytoplasmic 685, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:19 2020"
"pbmc","LNC-PABPC1-4","                                            lnc-PABPC1-4  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-PABPC1-4  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:19 2020"
"pbmc","ZNF706","                                            ZNF706 (Zinc Finger Protein 706) is a Protein Coding gene.                                                                                        Among its related pathways are Gene Expression.                                                                                        ","                                            ZNF706 (Zinc Finger Protein 706) is a Protein Coding gene.                                                                                        Among its related pathways are Gene Expression.                                                                                        ","Transcription repressor involved in the exit of embryonic stem cells (ESCs) from self-renewal. Acts by repressing expression of KLF4.
                         ZN706_HUMAN,Q9Y5V0
                         ","Fri Aug 14 09:50:20 2020"
"pbmc","ENSG00000248599","                                            ENSG00000248599  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000248599  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:23 2020"
"pbmc","RNF19A","This gene encodes a member of the ring between ring fingers (RBR) protein family, and the encoded protein contains two RING-finger motifs and an in between RING fingers motif. This protein is an E3 ubiquitin ligase that is localized to Lewy bodies, and ubiquitylates synphilin-1, which is an interacting protein of alpha synuclein in neurons. The encoded protein may be involved in amyotrophic lateral sclerosis and Parkinson's disease. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]","                                            RNF19A (Ring Finger Protein 19A, RBR E3 Ubiquitin Protein Ligase) is a Protein Coding gene.                                            Diseases associated with RNF19A include Lateral Sclerosis and Amyotrophic Lateral Sclerosis 1.                                            Among its related pathways are Proteolysis Role of Parkin in the Ubiquitin-Proteasomal Pathway and Innate Immune System.                                            Gene Ontology (GO) annotations related to this gene include ligase activity and transcription factor binding.                                            An important paralog of this gene is RNF19B.","E3 ubiquitin-protein ligase which accepts ubiquitin from E2 ubiquitin-conjugating enzymes UBE2L3 and UBE2L6 in the form of a thioester and then directly transfers the ubiquitin to targeted substrates, such as SNCAIP or CASR. Specifically ubiquitinates pathogenic SOD1 variants, which leads to their proteasomal degradation and to neuronal protection.
                         RN19A_HUMAN,Q9NV58
                         ","Fri Aug 14 09:50:24 2020"
"pbmc","LNC-YWHAZ-3","                                            lnc-YWHAZ-3  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-YWHAZ-3  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:24 2020"
"pbmc","LNC-GRHL2-19","                                            lnc-GRHL2-19  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-GRHL2-19  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:50:25 2020"
"pbmc","LNC-GRHL2-17","                                            lnc-GRHL2-17  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-GRHL2-17  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","Metazoan signal recognition particle RNA
                        RF00017
                        ","Fri Aug 14 09:50:25 2020"
"pbmc","RF00017-7233","                                            RF00017-7233  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-7233  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","Metazoan signal recognition particle RNA
                        RF00017
                        ","Fri Aug 14 09:50:26 2020"
