"EnsemblGene","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","convalescent","healthy1","healthy2","healthy3","healthy4","healthy5","healthy6","healthy7","healthy8","healthy9","healthy10","healthy11","healthy12","healthy13","healthy14","healthy15","healthy16","healthy17","moderate1","moderate2","moderate3","moderate4","severe1","severe2","severe3","severe4","severe5","severe6","severe7","severe8","ICU1","ICU2","ICU3","ICU4","healthy_mean","moderate_mean","severe_mean","ICU_mean","mod_health_foldChange","sevr_health_foldChange","ICU_health_foldChange"
"ENSG00000280225","ZNF716","                                            ZNF716 (Zinc Finger Protein 716) is a Protein Coding gene.                                            Diseases associated with ZNF716 include Phosphoserine Phosphatase Deficiency and Serine Deficiency.                                            Among its related pathways are Gene Expression and Herpes simplex virus 1 infection.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding.                                            An important paralog of this gene is ZNF679.","                                            ZNF716 (Zinc Finger Protein 716) is a Protein Coding gene.                                            Diseases associated with ZNF716 include Phosphoserine Phosphatase Deficiency and Serine Deficiency.                                            Among its related pathways are Gene Expression and Herpes simplex virus 1 infection.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding.                                            An important paralog of this gene is ZNF679.","May be involved in transcriptional regulation.
                         ZN716_HUMAN,A6NP11
                         ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,1,1,0,7,7,1,0.0588235294117647,0.75,1,3.75,12.75,17,63.75
"ENSG00000280225","ENSG00000280225","                                            ENSG00000280225  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000280225  is an Uncategorized gene.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,1,1,0,7,7,1,0.0588235294117647,0.75,1,3.75,12.75,17,63.75
"ENSG00000280225","ZNF479","                                            ZNF479 (Zinc Finger Protein 479) is a Protein Coding gene.                                            Diseases associated with ZNF479 include Serine Deficiency.                                            Among its related pathways are Gene Expression and Herpes simplex virus 1 infection.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding.                                            An important paralog of this gene is ZNF730.","                                            ZNF479 (Zinc Finger Protein 479) is a Protein Coding gene.                                            Diseases associated with ZNF479 include Serine Deficiency.                                            Among its related pathways are Gene Expression and Herpes simplex virus 1 infection.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding.                                            An important paralog of this gene is ZNF730.","May be involved in transcriptional regulation.
                         ZN479_HUMAN,Q96JC4
                         ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,1,1,0,7,7,1,0.0588235294117647,0.75,1,3.75,12.75,17,63.75
"ENSG00000280225","ENSG00000260653","                                            ENSG00000260653  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000260653  is an Uncategorized gene.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,1,1,0,7,7,1,0.0588235294117647,0.75,1,3.75,12.75,17,63.75
"ENSG00000280225","ENSG00000270749","                                            ENSG00000270749  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000270749  is a Pseudogene.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,1,1,0,7,7,1,0.0588235294117647,0.75,1,3.75,12.75,17,63.75
"ENSG00000284692","ENSG00000284666","                                            ENSG00000284666  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000284666  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,3,8,0,0.0588235294117647,0.25,0.5,3,4.25,8.5,51
"ENSG00000284692","LOC107984911","                                            LOC107984911 (Uncharacterized LOC107984911) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC107984911 (Uncharacterized LOC107984911) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,3,8,0,0.0588235294117647,0.25,0.5,3,4.25,8.5,51
"ENSG00000284692","KCNAB2","Voltage-gated potassium (Kv) channels represent the most complex class of voltage-gated ion channels from both functional and structural standpoints. Their diverse functions include regulating neurotransmitter release, heart rate, insulin secretion, neuronal excitability, epithelial electrolyte transport, smooth muscle contraction, and cell volume. Four sequence-related potassium channel genes - shaker, shaw, shab, and shal - have been identified in Drosophila, and each has been shown to have human homolog(s). This gene encodes a member of the potassium channel, voltage-gated, shaker-related subfamily. This member is one of the beta subunits, which are auxiliary proteins associating with functional Kv-alpha subunits. This member alters functional properties of the KCNA4 gene product. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Dec 2010]","                                            KCNAB2 (Potassium Voltage-Gated Channel Subfamily A Regulatory Beta Subunit 2) is a Protein Coding gene.                                            Diseases associated with KCNAB2 include Chromosome 1P36 Deletion Syndrome and Episodic Ataxia, Type 1.                                            Among its related pathways are Innate Immune System and Cytochrome P450 - arranged by substrate type.                                            Gene Ontology (GO) annotations related to this gene include voltage-gated potassium channel activity and aldo-keto reductase (NADP) activity.                                            An important paralog of this gene is KCNAB1.","Cytoplasmic potassium channel subunit that modulates the characteristics of the channel-forming alpha-subunits (PubMed:7649300, PubMed:11825900). Contributes to the regulation of nerve signaling, and prevents neuronal hyperexcitability (By similarity). Promotes expression of the pore-forming alpha subunits at the cell membrane, and thereby increases channel activity (By similarity). Promotes potassium channel closure via a mechanism that does not involve physical obstruction of the channel pore (PubMed:7649300, PubMed:11825900). Promotes KCNA4 channel closure (PubMed:7649300, PubMed:11825900). Modulates the functional properties of KCNA5 (By similarity). Enhances KCNB2 channel activity (By similarity). Binds NADPH and has NADPH-dependent aldoketoreductase activity (By similarity). Has broad substrate specificity and can catalyze the reduction of methylglyoxal, 9,10-phenanthrenequinone, prostaglandin J2, 4-nitrobenzaldehyde, 4-nitroacetophenone and 4-oxo-trans-2-nonenal (in vitro) (By similarity).
                         KCAB2_HUMAN,Q13303
                         ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,3,8,0,0.0588235294117647,0.25,0.5,3,4.25,8.5,51
"ENSG00000284692","ENSG00000260972","                                            ENSG00000260972  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260972  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,3,8,0,0.0588235294117647,0.25,0.5,3,4.25,8.5,51
"ENSG00000284692","ENSG00000284692","                                            ENSG00000284692  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000284692  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,3,8,0,0.0588235294117647,0.25,0.5,3,4.25,8.5,51
"ENSG00000284692","AJAP1","                                            AJAP1 (Adherens Junctions Associated Protein 1) is a Protein Coding gene.                                            Diseases associated with AJAP1 include Dental Caries and Migraine, Familial Hemiplegic, 2.                                                                                                                                    ","                                            AJAP1 (Adherens Junctions Associated Protein 1) is a Protein Coding gene.                                            Diseases associated with AJAP1 include Dental Caries and Migraine, Familial Hemiplegic, 2.                                                                                                                                    ","Plays a role in cell adhesion and cell migration.
                         AJAP1_HUMAN,Q9UKB5
                         ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,3,8,0,0.0588235294117647,0.25,0.5,3,4.25,8.5,51
"ENSG00000286262","ENSG00000228137","                                            ENSG00000228137  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000228137  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","LINC00316","                                            LINC00316 (Long Intergenic Non-Protein Coding RNA 316) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with LINC00316 include Moyamoya Disease 1.                                                                                                                                    ","                                            LINC00316 (Long Intergenic Non-Protein Coding RNA 316) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with LINC00316 include Moyamoya Disease 1.                                                                                                                                    ","no summary",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","POFUT2","Fucose is typically found as a terminal modification of branched chain glycoconjugates, but it also exists in direct O-linkage to serine or threonine residues within cystine knot motifs in epidermal growth factor (EGF; MIM 131530)-like repeats or thrombospondin (THBS; see MIM 188060) type-1 repeats. POFUT2 is an O-fucosyltransferase that use THBS type-1 repeats as substrates (Luo et al., 2006 [PubMed 16464857]).[supplied by OMIM, Mar 2008]","                                            POFUT2 (Protein O-Fucosyltransferase 2) is a Protein Coding gene.                                            Diseases associated with POFUT2 include Peters-Plus Syndrome and Hyperinsulinemic Hypoglycemia, Familial, 7.                                            Among its related pathways are Metabolism of proteins and O-glycosylation of TSR domain-containing proteins.                                            Gene Ontology (GO) annotations related to this gene include fucosyltransferase activity and peptide-O-fucosyltransferase activity.                                            ","Catalyzes the reaction that attaches fucose through an O-glycosidic linkage to a conserved serine or threonine residue in the consensus sequence C1-X(2,3)-S/T-C2-X(2)-G of thrombospondin type 1 repeats where C1 and C2 are the first and second cysteines, respectively. O-fucosylates members of several protein families including the ADAMTS family, the thrombosporin (TSP) and spondin families. The O-fucosylation of TSRs is also required for restricting epithelial to mesenchymal transition (EMT), maintaining the correct patterning of mesoderm and localization of the definite endoderm (By similarity). Required for the proper secretion of ADAMTS family members such as ADAMSL1 and ADAMST13.
                         OFUT2_HUMAN,Q9Y2G5
                         ",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","LINC00315","                                            LINC00315 (Long Intergenic Non-Protein Coding RNA 315) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LINC00315 (Long Intergenic Non-Protein Coding RNA 315) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","ENSG00000286262","                                            ENSG00000286262  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000286262  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","COL18A1","This gene encodes the alpha chain of type XVIII collagen. This collagen is one of the multiplexins, extracellular matrix proteins that contain multiple triple-helix domains (collagenous domains) interrupted by non-collagenous domains. A long isoform of the protein has an N-terminal domain that is homologous to the extracellular part of frizzled receptors. Proteolytic processing at several endogenous cleavage sites in the C-terminal domain results in production of endostatin, a potent antiangiogenic protein that is able to inhibit angiogenesis and tumor growth. Mutations in this gene are associated with Knobloch syndrome. The main features of this syndrome involve retinal abnormalities, so type XVIII collagen may play an important role in retinal structure and in neural tube closure. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]","                                            COL18A1 (Collagen Type XVIII Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL18A1 include Knobloch Syndrome 1 and Glaucoma, Primary Closed-Angle.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and structural molecule activity.                                            An important paralog of this gene is COL15A1.","Probably plays a major role in determining the retinal structure as well as in the closure of the neural tube.
                         COIA1_HUMAN,P39060
                         ",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","MCM3AP-AS1","                                            MCM3AP-AS1 (MCM3AP Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with MCM3AP-AS1 include Glioma Susceptibility 1.                                                                                                                                    ","                                            MCM3AP-AS1 (MCM3AP Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with MCM3AP-AS1 include Glioma Susceptibility 1.                                                                                                                                    ","no summary",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","ENSG00000227438","                                            ENSG00000227438  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000227438  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","UBE2G2","The modification of proteins with ubiquitin is an important cellular mechanism for targeting abnormal or short-lived proteins for degradation. Ubiquitination involves at least three classes of enzymes: ubiquitin-activating enzymes, or E1s, ubiquitin-conjugating enzymes, or E2s, and ubiquitin-protein ligases, or E3s. This gene encodes a member of the E2 ubiquitin-conjugating enzyme family. The encoded protein shares 100% sequence identity with the mouse counterpart. This gene is ubiquitously expressed, with high expression seen in adult muscle. Three alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jan 2011]","                                            UBE2G2 (Ubiquitin Conjugating Enzyme E2 G2) is a Protein Coding gene.                                            Diseases associated with UBE2G2 include Machado-Joseph Disease and N Syndrome.                                            Among its related pathways are Metabolism of proteins and Parkinsons Disease Pathway.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and ubiquitin-protein transferase activity.                                            An important paralog of this gene is UBE2G1.","Accepts ubiquitin from the E1 complex and catalyzes its covalent attachment to other proteins. In vitro catalyzes 'Lys-48'-linked polyubiquitination. Involved in endoplasmic reticulum-associated degradation (ERAD).
                         UB2G2_HUMAN,P60604
                         ",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","SPATC1L","                                            SPATC1L (Spermatogenesis And Centriole Associated 1 Like) is a Protein Coding gene.                                            Diseases associated with SPATC1L include Age-Related Hearing Loss.                                                                                                                                    An important paralog of this gene is SPATC1.","                                            SPATC1L (Spermatogenesis And Centriole Associated 1 Like) is a Protein Coding gene.                                            Diseases associated with SPATC1L include Age-Related Hearing Loss.                                                                                                                                    An important paralog of this gene is SPATC1.","no summary",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","MCM3AP","The minichromosome maintenance protein 3 (MCM3) is one of the MCM proteins essential for the initiation of DNA replication. The protein encoded by this gene is a MCM3 binding protein. It was reported to have phosphorylation-dependent DNA-primase activity, which was up-regulated in antigen immunization induced germinal center. This protein was demonstrated to be an acetyltransferase that acetylates MCM3 and plays a role in DNA replication. The mutagenesis of a nuclear localization signal of MCM3 affects the binding of this protein with MCM3, suggesting that this protein may also facilitate MCM3 nuclear localization. This gene is expressed in the brain or in neuronal tissue. An allelic variant encoding amino acid Lys at 915, instead of conserved Glu, has been identified in patients with mild intellectual disability. [provided by RefSeq, Jan 2014]","                                            MCM3AP (Minichromosome Maintenance Complex Component 3 Associated Protein) is a Protein Coding gene.                                            Diseases associated with MCM3AP include Peripheral Neuropathy, Autosomal Recessive, With Or Without Impaired Intellectual Development and Charcot-Marie-Tooth Disease.                                                                                        Gene Ontology (GO) annotations related to this gene include transferase activity, transferring acyl groups.                                            An important paralog of this gene is LENG8.","[Isoform GANP]: As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores (PubMed:20005110, PubMed:20384790, PubMed:23591820, PubMed:22307388). Through the acetylation of histones, affects the assembly of nucleosomes at immunoglobulin variable region genes and promotes the recruitment and positioning of transcription complex to favor DNA cytosine deaminase AICDA/AID targeting, hence promoting somatic hypermutations (PubMed:23652018).
                         GANP_HUMAN,O60318
                         ",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000286262","LINC00205","                                            LINC00205 (Long Intergenic Non-Protein Coding RNA 205) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LINC00205 (Long Intergenic Non-Protein Coding RNA 205) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,2,3,1,0,0,0,0,0,1,0,1,3,7,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23529411764706,0.5,0.125,0,0.404761904761905,0.101190476190476,-0.235294117647059
"ENSG00000287518","SMAD7","The protein encoded by this gene is a nuclear protein that binds the E3 ubiquitin ligase SMURF2. Upon binding, this complex translocates to the cytoplasm, where it interacts with TGF-beta receptor type-1 (TGFBR1), leading to the degradation of both the encoded protein and TGFBR1. Expression of this gene is induced by TGFBR1. Variations in this gene are a cause of susceptibility to colorectal cancer type 3 (CRCS3). Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2010]","                                            SMAD7 (SMAD Family Member 7) is a Protein Coding gene.                                            Diseases associated with SMAD7 include Colorectal Cancer 3 and Breast Cancer.                                            Among its related pathways are Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and transcription regulatory region DNA binding.                                            An important paralog of this gene is SMAD6.","Antagonist of signaling by TGF-beta (transforming growth factor) type 1 receptor superfamily members; has been shown to inhibit TGF-beta (Transforming growth factor) and activin signaling by associating with their receptors thus preventing SMAD2 access. Functions as an adapter to recruit SMURF2 to the TGF-beta receptor complex. Also acts by recruiting the PPP1R15A-PP1 complex to TGFBR1, which promotes its dephosphorylation. Positively regulates PDPK1 kinase activity by stimulating its dissociation from the 14-3-3 protein YWHAQ which acts as a negative regulator.
                         SMAD7_HUMAN,O15105
                         ",0,0,4,0,0,0,0,0,0,6,6,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.47058823529412,0.25,0.375,0,0.17,0.255,-0.470588235294118
"ENSG00000287518","DYM","This gene encodes a protein which regulates Golgi-associated secretory pathways that are essential to endochondral bone formation during early development. This gene is also believed to play a role in early brain development. This gene is widely expressed in embryos and is particularly abundant in chodrocytes and brain tissues. It encodes a peripheral membrane protein which shuttles between the cytosol and Golgi complex. Mutations in this gene are associated with two types of recessive osteochondrodysplasia: Dyggve-Melchior-Clausen (DMC) dysplasia and Smith-McCort (SMC) dysplasia. [provided by RefSeq, Jun 2017]","                                            DYM (Dymeclin) is a Protein Coding gene.                                            Diseases associated with DYM include Smith-Mccort Dysplasia 1 and Dyggve-Melchior-Clausen Disease.                                                                                        Gene Ontology (GO) annotations related to this gene include binding and enzyme binding.                                            ","Necessary for correct organization of Golgi apparatus. Involved in bone development.
                         DYM_HUMAN,Q7RTS9
                         ",0,0,4,0,0,0,0,0,0,6,6,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.47058823529412,0.25,0.375,0,0.17,0.255,-0.470588235294118
"ENSG00000287518","ENSG00000263895","                                            ENSG00000263895  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000263895  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,4,0,0,0,0,0,0,6,6,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.47058823529412,0.25,0.375,0,0.17,0.255,-0.470588235294118
"ENSG00000287518","ENSG00000287518","                                            ENSG00000287518  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000287518  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,4,0,0,0,0,0,0,6,6,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.47058823529412,0.25,0.375,0,0.17,0.255,-0.470588235294118
"ENSG00000287518","MBD1","The protein encoded by this gene is a member of a family of nuclear proteins related by the presence of a methyl-CpG binding domain (MBD). These proteins are capable of binding specifically to methylated DNA, and some members can also repress transcription from methylated gene promoters. This protein contains multiple domains: MBD at the N-terminus that functions both in binding to methylated DNA and in protein interactions; several CXXC-type zinc finger domains that mediate binding to non-methylated CpG dinucleotides; transcriptional repression domain (TRD) at the C-terminus that is involved in transcription repression and in protein interactions. Numerous alternatively spliced transcript variants encoding different isoforms have been noted for this gene.[provided by RefSeq, Feb 2011]","                                            MBD1 (Methyl-CpG Binding Domain Protein 1) is a Protein Coding gene.                                            Diseases associated with MBD1 include Trigeminal Nerve Disease and Facial Neuralgia.                                            Among its related pathways are Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and methyl-CpG binding.                                            An important paralog of this gene is MBD2.","Transcriptional repressor that binds CpG islands in promoters where the DNA is methylated at position 5 of cytosine within CpG dinucleotides. Binding is abolished by the presence of 7-mG that is produced by DNA damage by methylmethanesulfonate (MMS). Acts as transcriptional repressor and plays a role in gene silencing by recruiting AFT7IP, which in turn recruits factors such as the histone methyltransferase SETDB1. Probably forms a complex with SETDB1 and ATF7IP that represses transcription and couples DNA methylation and histone 'Lys-9' trimethylation. Isoform 1 and isoform 2 can also repress transcription from unmethylated promoters.
                         MBD1_HUMAN,Q9UIS9
                         ",0,0,4,0,0,0,0,0,0,6,6,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.47058823529412,0.25,0.375,0,0.17,0.255,-0.470588235294118
"ENSG00000287642","LOC729870","                                            LOC729870 (Uncharacterized LOC729870) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LOC729870 (Uncharacterized LOC729870) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,0,1,2,0,0,1,2,9,0,21,1,4,0.117647058823529,1.75,1.875,6.5,14.875,15.9375,55.25
"ENSG00000287642","MIR4453HG","                                            MIR4453HG (MIR4453 Host Gene) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            MIR4453HG (MIR4453 Host Gene) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,0,1,2,0,0,1,2,9,0,21,1,4,0.117647058823529,1.75,1.875,6.5,14.875,15.9375,55.25
"ENSG00000287642","ARFIP1","                                            ARFIP1 (ADP Ribosylation Factor Interacting Protein 1) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include protein domain specific binding and phosphatidylinositol-4-phosphate binding.                                            An important paralog of this gene is ARFIP2.","                                            ARFIP1 (ADP Ribosylation Factor Interacting Protein 1) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include protein domain specific binding and phosphatidylinositol-4-phosphate binding.                                            An important paralog of this gene is ARFIP2.","Plays a role in controlling biogenesis of secretory granules at the trans-Golgi network. Mechanisitically, binds ARF-GTP at the neck of a growing secretory granule precursor and forms a protective scaffold. Once the granule precursor has been completely loaded, active PRKD1 phosphorylates ARFIP1 and releases it from ARFs. In turn, ARFs induce fission. Through this mechanism, ensures proper secretory granule formation at the Golgi of pancreatic beta cells.
                         ARFP1_HUMAN,P53367
                         ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,0,1,2,0,0,1,2,9,0,21,1,4,0.117647058823529,1.75,1.875,6.5,14.875,15.9375,55.25
"ENSG00000287642","ENSG00000287642","                                            ENSG00000287642  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000287642  is an Uncategorized gene.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,0,1,2,0,0,1,2,9,0,21,1,4,0.117647058823529,1.75,1.875,6.5,14.875,15.9375,55.25
"ENSG00000287642","FHDC1","                                            FHDC1 (FH2 Domain Containing 1) is a Protein Coding gene.                                            Diseases associated with FHDC1 include Cerebral Amyloid Angiopathy, Itm2b-Related, 2 and Familial Febrile Seizures.                                                                                                                                    An important paralog of this gene is INF2.","                                            FHDC1 (FH2 Domain Containing 1) is a Protein Coding gene.                                            Diseases associated with FHDC1 include Cerebral Amyloid Angiopathy, Itm2b-Related, 2 and Familial Febrile Seizures.                                                                                                                                    An important paralog of this gene is INF2.","Microtubule-associated formin which regulates both actin and microtubule dynamics. Induces microtubule acetylation and stabilization and actin stress fiber formation (PubMed:18815276). Regulates Golgi ribbon formation (PubMed:26564798). Required for normal cilia assembly. Early in cilia assembly, may assist in the maturation and positioning of the centrosome/basal body, and once cilia assembly has initiated, may also promote cilia elongation by inhibiting disassembly (PubMed:29742020).
                         FHDC1_HUMAN,Q9C0D6
                         ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,0,1,2,0,0,1,2,9,0,21,1,4,0.117647058823529,1.75,1.875,6.5,14.875,15.9375,55.25
