"proteinSearched","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"pbmc","AJAP1","                                            AJAP1 (Adherens Junctions Associated Protein 1) is a Protein Coding gene.                                            Diseases associated with AJAP1 include Dental Caries and Migraine, Familial Hemiplegic, 2.                                                                                                                                    ","                                            AJAP1 (Adherens Junctions Associated Protein 1) is a Protein Coding gene.                                            Diseases associated with AJAP1 include Dental Caries and Migraine, Familial Hemiplegic, 2.                                                                                                                                    ","Plays a role in cell adhesion and cell migration.
                         AJAP1_HUMAN,Q9UKB5
                         ","Fri Aug 14 09:01:41 2020"
"pbmc","ENSG00000260972","                                            ENSG00000260972  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260972  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:41 2020"
"pbmc","ENSG00000284666","                                            ENSG00000284666  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000284666  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:41 2020"
"pbmc","LOC107984911","                                            LOC107984911 (Uncharacterized LOC107984911) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC107984911 (Uncharacterized LOC107984911) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:42 2020"
"pbmc","ENSG00000286262","                                            ENSG00000286262  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000286262  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:42 2020"
"pbmc","COL18A1","This gene encodes the alpha chain of type XVIII collagen. This collagen is one of the multiplexins, extracellular matrix proteins that contain multiple triple-helix domains (collagenous domains) interrupted by non-collagenous domains. A long isoform of the protein has an N-terminal domain that is homologous to the extracellular part of frizzled receptors. Proteolytic processing at several endogenous cleavage sites in the C-terminal domain results in production of endostatin, a potent antiangiogenic protein that is able to inhibit angiogenesis and tumor growth. Mutations in this gene are associated with Knobloch syndrome. The main features of this syndrome involve retinal abnormalities, so type XVIII collagen may play an important role in retinal structure and in neural tube closure. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]","                                            COL18A1 (Collagen Type XVIII Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL18A1 include Knobloch Syndrome 1 and Glaucoma, Primary Closed-Angle.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and structural molecule activity.                                            An important paralog of this gene is COL15A1.","Probably plays a major role in determining the retinal structure as well as in the closure of the neural tube.
                         COIA1_HUMAN,P39060
                         ","Fri Aug 14 09:01:43 2020"
"pbmc","POFUT2","Fucose is typically found as a terminal modification of branched chain glycoconjugates, but it also exists in direct O-linkage to serine or threonine residues within cystine knot motifs in epidermal growth factor (EGF; MIM 131530)-like repeats or thrombospondin (THBS; see MIM 188060) type-1 repeats. POFUT2 is an O-fucosyltransferase that use THBS type-1 repeats as substrates (Luo et al., 2006 [PubMed 16464857]).[supplied by OMIM, Mar 2008]","                                            POFUT2 (Protein O-Fucosyltransferase 2) is a Protein Coding gene.                                            Diseases associated with POFUT2 include Peters-Plus Syndrome and Hyperinsulinemic Hypoglycemia, Familial, 7.                                            Among its related pathways are Metabolism of proteins and O-glycosylation of TSR domain-containing proteins.                                            Gene Ontology (GO) annotations related to this gene include fucosyltransferase activity and peptide-O-fucosyltransferase activity.                                            ","Catalyzes the reaction that attaches fucose through an O-glycosidic linkage to a conserved serine or threonine residue in the consensus sequence C1-X(2,3)-S/T-C2-X(2)-G of thrombospondin type 1 repeats where C1 and C2 are the first and second cysteines, respectively. O-fucosylates members of several protein families including the ADAMTS family, the thrombosporin (TSP) and spondin families. The O-fucosylation of TSRs is also required for restricting epithelial to mesenchymal transition (EMT), maintaining the correct patterning of mesoderm and localization of the definite endoderm (By similarity). Required for the proper secretion of ADAMTS family members such as ADAMSL1 and ADAMST13.
                         OFUT2_HUMAN,Q9Y2G5
                         ","Fri Aug 14 09:01:44 2020"
"pbmc","LINC00205","                                            LINC00205 (Long Intergenic Non-Protein Coding RNA 205) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LINC00205 (Long Intergenic Non-Protein Coding RNA 205) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:45 2020"
"pbmc","LINC00315","                                            LINC00315 (Long Intergenic Non-Protein Coding RNA 315) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LINC00315 (Long Intergenic Non-Protein Coding RNA 315) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:45 2020"
"pbmc","PIR-44035","                                            piR-44035  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-44035  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:45 2020"
"pbmc","MCM3AP","The minichromosome maintenance protein 3 (MCM3) is one of the MCM proteins essential for the initiation of DNA replication. The protein encoded by this gene is a MCM3 binding protein. It was reported to have phosphorylation-dependent DNA-primase activity, which was up-regulated in antigen immunization induced germinal center. This protein was demonstrated to be an acetyltransferase that acetylates MCM3 and plays a role in DNA replication. The mutagenesis of a nuclear localization signal of MCM3 affects the binding of this protein with MCM3, suggesting that this protein may also facilitate MCM3 nuclear localization. This gene is expressed in the brain or in neuronal tissue. An allelic variant encoding amino acid Lys at 915, instead of conserved Glu, has been identified in patients with mild intellectual disability. [provided by RefSeq, Jan 2014]","                                            MCM3AP (Minichromosome Maintenance Complex Component 3 Associated Protein) is a Protein Coding gene.                                            Diseases associated with MCM3AP include Peripheral Neuropathy, Autosomal Recessive, With Or Without Impaired Intellectual Development and Charcot-Marie-Tooth Disease.                                                                                        Gene Ontology (GO) annotations related to this gene include transferase activity, transferring acyl groups.                                            An important paralog of this gene is LENG8.","[Isoform GANP]: As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores (PubMed:20005110, PubMed:20384790, PubMed:23591820, PubMed:22307388). Through the acetylation of histones, affects the assembly of nucleosomes at immunoglobulin variable region genes and promotes the recruitment and positioning of transcription complex to favor DNA cytosine deaminase AICDA/AID targeting, hence promoting somatic hypermutations (PubMed:23652018).
                         GANP_HUMAN,O60318
                         ","Fri Aug 14 09:01:46 2020"
"pbmc","MCM3AP-AS1","                                            MCM3AP-AS1 (MCM3AP Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with MCM3AP-AS1 include Glioma Susceptibility 1.                                                                                                                                    ","                                            MCM3AP-AS1 (MCM3AP Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with MCM3AP-AS1 include Glioma Susceptibility 1.                                                                                                                                    ","no summary","Fri Aug 14 09:01:47 2020"
"pbmc","ENSG00000228137","                                            ENSG00000228137  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000228137  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:48 2020"
"pbmc","UBE2G2","The modification of proteins with ubiquitin is an important cellular mechanism for targeting abnormal or short-lived proteins for degradation. Ubiquitination involves at least three classes of enzymes: ubiquitin-activating enzymes, or E1s, ubiquitin-conjugating enzymes, or E2s, and ubiquitin-protein ligases, or E3s. This gene encodes a member of the E2 ubiquitin-conjugating enzyme family. The encoded protein shares 100% sequence identity with the mouse counterpart. This gene is ubiquitously expressed, with high expression seen in adult muscle. Three alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jan 2011]","                                            UBE2G2 (Ubiquitin Conjugating Enzyme E2 G2) is a Protein Coding gene.                                            Diseases associated with UBE2G2 include Machado-Joseph Disease and N Syndrome.                                            Among its related pathways are Metabolism of proteins and Parkinsons Disease Pathway.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and ubiquitin-protein transferase activity.                                            An important paralog of this gene is UBE2G1.","Accepts ubiquitin from the E1 complex and catalyzes its covalent attachment to other proteins. In vitro catalyzes 'Lys-48'-linked polyubiquitination. Involved in endoplasmic reticulum-associated degradation (ERAD).
                         UB2G2_HUMAN,P60604
                         ","Fri Aug 14 09:01:48 2020"
"pbmc","SPATC1L","                                            SPATC1L (Spermatogenesis And Centriole Associated 1 Like) is a Protein Coding gene.                                            Diseases associated with SPATC1L include Age-Related Hearing Loss.                                                                                                                                    An important paralog of this gene is SPATC1.","                                            SPATC1L (Spermatogenesis And Centriole Associated 1 Like) is a Protein Coding gene.                                            Diseases associated with SPATC1L include Age-Related Hearing Loss.                                                                                                                                    An important paralog of this gene is SPATC1.","no summary","Fri Aug 14 09:01:49 2020"
"pbmc","LINC00316","                                            LINC00316 (Long Intergenic Non-Protein Coding RNA 316) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with LINC00316 include Moyamoya Disease 1.                                                                                                                                    ","                                            LINC00316 (Long Intergenic Non-Protein Coding RNA 316) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with LINC00316 include Moyamoya Disease 1.                                                                                                                                    ","no summary","Fri Aug 14 09:01:50 2020"
"pbmc","ENSG00000227438","                                            ENSG00000227438  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000227438  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:50 2020"
"pbmc","ENSG00000287518","                                            ENSG00000287518  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000287518  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:51 2020"
"pbmc","SMAD7","The protein encoded by this gene is a nuclear protein that binds the E3 ubiquitin ligase SMURF2. Upon binding, this complex translocates to the cytoplasm, where it interacts with TGF-beta receptor type-1 (TGFBR1), leading to the degradation of both the encoded protein and TGFBR1. Expression of this gene is induced by TGFBR1. Variations in this gene are a cause of susceptibility to colorectal cancer type 3 (CRCS3). Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2010]","                                            SMAD7 (SMAD Family Member 7) is a Protein Coding gene.                                            Diseases associated with SMAD7 include Colorectal Cancer 3 and Breast Cancer.                                            Among its related pathways are Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and transcription regulatory region DNA binding.                                            An important paralog of this gene is SMAD6.","Antagonist of signaling by TGF-beta (transforming growth factor) type 1 receptor superfamily members; has been shown to inhibit TGF-beta (Transforming growth factor) and activin signaling by associating with their receptors thus preventing SMAD2 access. Functions as an adapter to recruit SMURF2 to the TGF-beta receptor complex. Also acts by recruiting the PPP1R15A-PP1 complex to TGFBR1, which promotes its dephosphorylation. Positively regulates PDPK1 kinase activity by stimulating its dissociation from the 14-3-3 protein YWHAQ which acts as a negative regulator.
                         SMAD7_HUMAN,O15105
                         ","Fri Aug 14 09:01:52 2020"
"pbmc","MBD1","The protein encoded by this gene is a member of a family of nuclear proteins related by the presence of a methyl-CpG binding domain (MBD). These proteins are capable of binding specifically to methylated DNA, and some members can also repress transcription from methylated gene promoters. This protein contains multiple domains: MBD at the N-terminus that functions both in binding to methylated DNA and in protein interactions; several CXXC-type zinc finger domains that mediate binding to non-methylated CpG dinucleotides; transcriptional repression domain (TRD) at the C-terminus that is involved in transcription repression and in protein interactions. Numerous alternatively spliced transcript variants encoding different isoforms have been noted for this gene.[provided by RefSeq, Feb 2011]","                                            MBD1 (Methyl-CpG Binding Domain Protein 1) is a Protein Coding gene.                                            Diseases associated with MBD1 include Trigeminal Nerve Disease and Facial Neuralgia.                                            Among its related pathways are Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and methyl-CpG binding.                                            An important paralog of this gene is MBD2.","Transcriptional repressor that binds CpG islands in promoters where the DNA is methylated at position 5 of cytosine within CpG dinucleotides. Binding is abolished by the presence of 7-mG that is produced by DNA damage by methylmethanesulfonate (MMS). Acts as transcriptional repressor and plays a role in gene silencing by recruiting AFT7IP, which in turn recruits factors such as the histone methyltransferase SETDB1. Probably forms a complex with SETDB1 and ATF7IP that represses transcription and couples DNA methylation and histone 'Lys-9' trimethylation. Isoform 1 and isoform 2 can also repress transcription from unmethylated promoters.
                         MBD1_HUMAN,Q9UIS9
                         ","Fri Aug 14 09:01:53 2020"
"pbmc","DYM","This gene encodes a protein which regulates Golgi-associated secretory pathways that are essential to endochondral bone formation during early development. This gene is also believed to play a role in early brain development. This gene is widely expressed in embryos and is particularly abundant in chodrocytes and brain tissues. It encodes a peripheral membrane protein which shuttles between the cytosol and Golgi complex. Mutations in this gene are associated with two types of recessive osteochondrodysplasia: Dyggve-Melchior-Clausen (DMC) dysplasia and Smith-McCort (SMC) dysplasia. [provided by RefSeq, Jun 2017]","                                            DYM (Dymeclin) is a Protein Coding gene.                                            Diseases associated with DYM include Smith-Mccort Dysplasia 1 and Dyggve-Melchior-Clausen Disease.                                                                                        Gene Ontology (GO) annotations related to this gene include binding and enzyme binding.                                            ","Necessary for correct organization of Golgi apparatus. Involved in bone development.
                         DYM_HUMAN,Q7RTS9
                         ","Fri Aug 14 09:01:54 2020"
"pbmc","ENSG00000263895","                                            ENSG00000263895  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000263895  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:54 2020"
"pbmc","LNC-C18ORF32-2","                                            lnc-C18orf32-2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-C18orf32-2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:55 2020"
"pbmc","PIR-53063-094","                                            piR-53063-094  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-53063-094  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:56 2020"
"pbmc","PIR-61861-012","                                            piR-61861-012  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-61861-012  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:57 2020"
"pbmc","ENSG00000287642","                                            ENSG00000287642  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000287642  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Fri Aug 14 09:01:58 2020"
"pbmc","TRIM2","The protein encoded by this gene is a member of the tripartite motif (TRIM) family. The TRIM motif includes three zinc-binding domains, a RING, a B-box type 1 and a B-box type 2, and a coiled-coil region. The protein localizes to cytoplasmic filaments. It plays a neuroprotective role and functions as an E3-ubiquitin ligase in proteasome-mediated degradation of target proteins. Mutations in this gene can cause early-onset axonal neuropathy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2014]","                                            TRIM2 (Tripartite Motif Containing 2) is a Protein Coding gene.                                            Diseases associated with TRIM2 include Charcot-Marie-Tooth Disease, Axonal, Type 2R and Axonal Neuropathy.                                            Among its related pathways are Interferon gamma signaling and Innate Immune System.                                            Gene Ontology (GO) annotations related to this gene include ligase activity and ubiquitin-protein transferase activity.                                            An important paralog of this gene is TRIM3.","UBE2D1-dependent E3 ubiquitin-protein ligase that mediates the ubiquitination of NEFL and of phosphorylated BCL2L11. Plays a neuroprotective function. May play a role in neuronal rapid ischemic tolerance.
                         TRIM2_HUMAN,Q9C040
                         ","Fri Aug 14 09:01:58 2020"
"pbmc","ARFIP1","                                            ARFIP1 (ADP Ribosylation Factor Interacting Protein 1) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include protein domain specific binding and phosphatidylinositol-4-phosphate binding.                                            An important paralog of this gene is ARFIP2.","                                            ARFIP1 (ADP Ribosylation Factor Interacting Protein 1) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include protein domain specific binding and phosphatidylinositol-4-phosphate binding.                                            An important paralog of this gene is ARFIP2.","Plays a role in controlling biogenesis of secretory granules at the trans-Golgi network. Mechanisitically, binds ARF-GTP at the neck of a growing secretory granule precursor and forms a protective scaffold. Once the granule precursor has been completely loaded, active PRKD1 phosphorylates ARFIP1 and releases it from ARFs. In turn, ARFs induce fission. Through this mechanism, ensures proper secretory granule formation at the Golgi of pancreatic beta cells.
                         ARFP1_HUMAN,P53367
                         ","Fri Aug 14 09:02:00 2020"
"pbmc","FHDC1","                                            FHDC1 (FH2 Domain Containing 1) is a Protein Coding gene.                                            Diseases associated with FHDC1 include Cerebral Amyloid Angiopathy, Itm2b-Related, 2 and Familial Febrile Seizures.                                                                                                                                    An important paralog of this gene is INF2.","                                            FHDC1 (FH2 Domain Containing 1) is a Protein Coding gene.                                            Diseases associated with FHDC1 include Cerebral Amyloid Angiopathy, Itm2b-Related, 2 and Familial Febrile Seizures.                                                                                                                                    An important paralog of this gene is INF2.","Microtubule-associated formin which regulates both actin and microtubule dynamics. Induces microtubule acetylation and stabilization and actin stress fiber formation (PubMed:18815276). Regulates Golgi ribbon formation (PubMed:26564798). Required for normal cilia assembly. Early in cilia assembly, may assist in the maturation and positioning of the centrosome/basal body, and once cilia assembly has initiated, may also promote cilia elongation by inhibiting disassembly (PubMed:29742020).
                         FHDC1_HUMAN,Q9C0D6
                         ","Fri Aug 14 09:02:00 2020"
"pbmc","MIR4453HG","                                            MIR4453HG (MIR4453 Host Gene) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            MIR4453HG (MIR4453 Host Gene) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:02:01 2020"
"pbmc","LOC729870","                                            LOC729870 (Uncharacterized LOC729870) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LOC729870 (Uncharacterized LOC729870) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:02:01 2020"
"pbmc","PIR-58122","                                            piR-58122  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-58122  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:02:02 2020"
"pbmc","ENSG00000287828","                                            ENSG00000287828  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000287828  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:02:02 2020"
"pbmc","PRDM16","The reciprocal translocation t(1;3)(p36;q21) occurs in a subset of myelodysplastic syndrome (MDS) and acute myeloid leukemia (AML). This gene is located near the 1p36.3 breakpoint and has been shown to be specifically expressed in the t(1:3)(p36,q21)-positive MDS/AML. The protein encoded by this gene is a zinc finger transcription factor and contains an N-terminal PR domain. The translocation results in the overexpression of a truncated version of this protein that lacks the PR domain, which may play an important role in the pathogenesis of MDS and AML. Alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008]","                                            PRDM16 (PR/SET Domain 16) is a Protein Coding gene.                                            Diseases associated with PRDM16 include Left Ventricular Noncompaction 8 and Left Ventricular Noncompaction.                                            Among its related pathways are Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. and PKMTs methylate histone lysines.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and transcription coactivator activity.                                            An important paralog of this gene is MECOM.","Binds DNA and functions as a transcriptional regulator (PubMed:12816872). Displays histone methyltransferase activity and monomethylates 'Lys-9' of histone H3 (H3K9me1) in vitro (By similarity). Probably catalyzes the monomethylation of free histone H3 in the cytoplasm which is then transported to the nucleus and incorporated into nucleosomes where SUV39H methyltransferases use it as a substrate to catalyze histone H3 'Lys-9' trimethylation (By similarity). Likely to be one of the primary histone methyltransferases along with MECOM/PRDM3 that direct cytoplasmic H3K9me1 methylation (By similarity). Functions in the differentiation of brown adipose tissue (BAT) which is specialized in dissipating chemical energy in the form of heat in response to cold or excess feeding while white adipose tissue (WAT) is specialized in the storage of excess energy and the control of systemic metabolism (By similarity). Together with CEBPB, regulates the differentiation of myoblastic precursors into brown adipose cells (By similarity). Functions as a repressor of TGF-beta signaling (PubMed:19049980).
                         PRD16_HUMAN,Q9HAZ2
                         ","Fri Aug 14 09:02:03 2020"
"pbmc","ARHGEF16","Although the specific function of this protein is not known yet, it is thought to be involved in protein-protein and protein-lipid interactions. [provided by RefSeq, Jul 2008]","                                            ARHGEF16 (Rho Guanine Nucleotide Exchange Factor 16) is a Protein Coding gene.                                            Diseases associated with ARHGEF16 include Locked-In Syndrome and Chromosome 1P36 Deletion Syndrome.                                            Among its related pathways are Guidance Cues and Growth Cone Motility and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include PDZ domain binding and receptor tyrosine kinase binding.                                            An important paralog of this gene is ARHGEF26.","Guanyl-nucleotide exchange factor of the RHOG GTPase stimulating the exchange of RHOG-associated GDP for GTP. May play a role in chemotactic cell migration by mediating the activation of RAC1 by EPHA2. May also activate CDC42 and mediate activation of CDC42 by the viral protein HPV16 E6.
                         ARHGG_HUMAN,Q5VV41
                         ","Fri Aug 14 09:02:04 2020"
"pbmc","LOC105378604","                                            LOC105378604 (Uncharacterized LOC105378604) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC105378604 (Uncharacterized LOC105378604) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:02:05 2020"
"pbmc","C1ORF174","                                            C1orf174 (Chromosome 1 Open Reading Frame 174) is a Protein Coding gene.                                            Diseases associated with C1orf174 include Deafness, Autosomal Recessive 66.                                                                                                                                    ","                                            C1orf174 (Chromosome 1 Open Reading Frame 174) is a Protein Coding gene.                                            Diseases associated with C1orf174 include Deafness, Autosomal Recessive 66.                                                                                                                                    ","no summary","Fri Aug 14 09:02:07 2020"
"pbmc","ENSG00000272235","                                            ENSG00000272235  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000272235  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:02:08 2020"
"pbmc","WRAP73","This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. Studies of the related mouse protein suggest that the encoded protein may play a role in the process of ossification. [provided by RefSeq, Mar 2009]","                                            WRAP73 (WD Repeat Containing, Antisense To TP73) is a Protein Coding gene.                                            Diseases associated with WRAP73 include Inflammatory Bowel Disease   19.                                                                                                                                    ","The SSX2IP:WRAP73 complex is proposed to act as regulator of spindle anchoring at the mitotic centrosome. Required for the centrosomal localization of SSX2IP and normal mitotic bipolar spindle morphology (PubMed:26545777). Required for the targeting of centriole satellite proteins to centrosomes such as of PCM1, SSX2IP, CEP290 and PIBF1/CEP90. Required for ciliogenesis and involved in the removal of the CEP97:CCP110 complex from the mother centriole. Involved in ciliary vesicle formation at the mother centriole and required for the docking of vesicles to the basal body during ciliogenesis; may promote docking of RAB8A- and ARL13B-containing vesicles (PubMed:26675238).
                         WRP73_HUMAN,Q9P2S5
                         ","Fri Aug 14 09:02:09 2020"
"pbmc","RER1","The protein encoded by this gene is a multi-pass membrane protein that is localized to the golgi apparatus. It is involved in the retention of endoplasmic reticulum (ER) membrane proteins in the ER and retrieval of ER membrane proteins from the early Golgi compartment to facilitate gamma-secretase complex assembly. [provided by RefSeq, Oct 2009]","                                            RER1 (Retention In Endoplasmic Reticulum Sorting Receptor 1) is a Protein Coding gene.                                            Diseases associated with RER1 include Peroxisome Biogenesis Disorder 6A and Charcot-Marie-Tooth Disease And Deafness.                                                                                        Gene Ontology (GO) annotations related to this gene include acetylcholine receptor binding.                                            ","Involved in the retrieval of endoplasmic reticulum membrane proteins from the early Golgi compartment.
                         RER1_HUMAN,O15258
                         ","Fri Aug 14 09:02:11 2020"
"pbmc","ENSG00000272153","                                            ENSG00000272153  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000272153  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:02:11 2020"
"pbmc","TP73-AS1","                                            TP73-AS1 (TP73 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with TP73-AS1 include Brain Glioma and Esophagus Squamous Cell Carcinoma.                                                                                                                                    ","                                            TP73-AS1 (TP73 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with TP73-AS1 include Brain Glioma and Esophagus Squamous Cell Carcinoma.                                                                                                                                    ","TP73 antisense RNA 1 conserved region
                        RF02197
                        ","Fri Aug 14 09:02:12 2020"
"pbmc","TNFRSF14","This gene encodes a member of the TNF (tumor necrosis factor) receptor superfamily. The encoded protein functions in signal transduction pathways that activate inflammatory and inhibitory T-cell immune response. It binds herpes simplex virus (HSV) viral envelope glycoprotein D (gD), mediating its entry into cells. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]","                                            TNFRSF14 (TNF Receptor Superfamily Member 14) is a Protein Coding gene.                                            Diseases associated with TNFRSF14 include Herpes Simplex and Nodal Marginal Zone Lymphoma.                                            Among its related pathways are TNF Superfamily - Human Ligand-Receptor Interactions and their Associated Functions and Akt Signaling.                                            Gene Ontology (GO) annotations related to this gene include ubiquitin protein ligase binding and tumor necrosis factor-activated receptor activity.                                            An important paralog of this gene is TNFRSF1B.","Receptor for four distinct ligands: The TNF superfamily members TNFSF14/LIGHT and homotrimeric LTA/lymphotoxin-alpha and the immunoglobulin superfamily members BTLA and CD160, altogether defining a complex stimulatory and inhibitory signaling network (PubMed:9462508, PubMed:10754304, PubMed:18193050, PubMed:23761635). Signals via the TRAF2-TRAF3 E3 ligase pathway to promote immune cell survival and differentiation (PubMed:19915044, PubMed:9153189, PubMed:9162022). Participates in bidirectional cell-cell contact signaling between antigen presenting cells and lymphocytes. In response to ligation of TNFSF14/LIGHT, delivers costimulatory signals to T cells, promoting cell proliferation and effector functions (PubMed:10754304). Interacts with CD160 on NK cells, enhancing IFNG production and anti-tumor immune response (PubMed:23761635). In the context of bacterial infection, acts as a signaling receptor on epithelial cells for CD160 from intraepithelial lymphocytes, triggering the production of antimicrobial proteins and proinflammatory cytokines (By similarity). Upon binding to CD160 on activated CD4+ T cells, downregulates CD28 costimulatory signaling, restricting memory and alloantigen-specific immune response (PubMed:18193050). May interact in cis (on the same cell) or in trans (on other cells) with BTLA (PubMed:19915044) (By similarity). In cis interactions, appears to play an immune regulatory role inhibiting in trans interactions in naive T cells to maintain a resting state. In trans interactions, can predominate during adaptive immune response to provide survival signals to effector T cells (PubMed:19915044) (By similarity).
                         TNR14_HUMAN,Q92956
                         ","Fri Aug 14 09:02:13 2020"
